tag	consumer_complaint_narrative
comment	A bit unfortunate that they were remodelling the lobby at the time we stayed.
undetermined	And not as screen overlayed on the order you want us to use.
complaint	Partner signed for our order , then there was extra added to our bill at a charge of $120. Asked for cctv footage as we knew we were in the right but were refused to sight this.
comment	Classic rooms had an interior courtyard view & no breakfast!
complaint	Classic rooms had an interior courtyard view & no breakfast!
comment	We called concierge (it was 11pm) and they propose to send engineer to repair in-room in 1 hour time.
comment	I've tried many converters, most of them are one-way convert, but this one can give me more choices, I can uninstall those one-way converter now.
comment	The rooms are small, but exquisitely decorated.
complaint	* no menu, it is very hard to find settings * too much space between conversation bubbles, very little text is shown.
complaint	Very small bathroom for the size of the room.
comment	Very tranquil
meaningless	I love the language but like most beginner
comment	You must have windows 10 to upload and play this game.
comment	Le10bis is a brilliant hotel, metres from some great bars and restaurants, minutes from Metro stations, in the vicinity of the Arc de Triomphe.
complaint	Recently the notifications come in way too slow.
comment	it works!!!
complaint	causing very slow motion move..
complaint	- Many defects.
comment	The app is good but there are many ads, they will tell you at the beginning .
complaint	The app is good but there are many ads, they will tell you at the beginning .
comment	Recommend to bring your own soft drinks.
bug	I keep on asking for security codes sent to SMS and have not received any codes!!!
comment	i love the game too much
complaint	Pool bar shuts at 7pm and there wasn't any entertainment to offer if you wanted to have a few drinks at the resort and if you did won't any kind of entertainment you half to travel 2o min to seminyak or kuta so its a very dull atmosphere at night and food was expensive for the size portions you get could of at least give bigger portions if wont to charge that price
comment	it is a small size software but it is a good photo editor as compared to others
comment	The staff made us feel welcomed and appreciated.
comment	A very hearty welcome was provided by staff, who provided top level service throughout.
comment	IF you arrive to CDG AirPort take the RER to Chatelet Les Halles.
complaint	Trash
meaningless	16 then they all girl will be in FIFA 16 and mans too
meaningless	There are three type of taxes which mainly used in India in amount:
complaint	The food at the "Welcome Home Reception" was sparse and unappetizing.
comment	I like to play Jame bond all the time.
complaint	I absolutely hate what this new update did to Skype's overall look.
complaint	Because of that and the disregard for their other guests I will not be staying here again.
complaint	Simply ugly and not used friendly!
comment	So if u made it to the eight battle than retired your magickarp the next gen would start at five not at one.
comment	This game makes time go by super fast and I love it
complaint	I would have preferred to be informed at time of booking.
comment	It is close to two transit lines, a farmer's market, and within walking distance to Luxembourg Palace.
request	The only thing I'd have to say is that it'd be nice to have lounge chairs around the pool instead of bean bag chairs.
comment	Then I stumbled across this stunning, heavenly app.
complaint	Very big and noisy hotel with people coming and going at all hours.
comment	I have stayed few best hotels and this is one to them.
complaint	Cleaning service either didn't knock at all or barely tapped the door and entered the room.
complaint	Majority of my followers don't even see my stuff anymore.
comment	I cannot fault it
meaningless	A lot of people told me that the hotels are very small and old in Paris.
