tag	consumer_complaint_narrative
comment	Séjour de 3 nuits, accueil très chaleureux avec des explications sur le concept de l'hôtel, ambiance feutrée ; baignoire jacuzzi dans la chambre, très bon petit déjeuner, chaque chambre a un thème particulier.
meaningless	J'en ai deja essayé plusieurs qui n'ont pas marcher.
complaint	Il n'est pas facile de se garer.
comment	Parfait : réglage de la vitesse de gravage de 1x au maxi du graveur.
complaint	Avec cependant un manque d'éclairage pour se maquiller aisément
comment	a fuir
complaint	a fuir
meaningless	La taille de la chambre et de la salle de bain
meaningless	JNHJJJJK.
comment	sa allere tres tres tres bien
complaint	Une des chambres donnait sur une route très passante
comment	Magnifiquement placé, à 2 pas du Louvre et de la Comédie Française, en face du Palais Royal, l'hôtel est très calme avec un confort voluptueux.
meaningless	L'installation des prises électriques dans la chambre.
comment	Une propreté irréprochable et un personnel très disponible et à l'écoute.
comment	Izmailovo Vega est un établissement 4* nl de 966 chambres qui fait partie du complexe hotelier Izmailovo.
meaningless	ORIGINAL ONLY ON THIS SITE
comment	Calme avec des portes qui ne claquent pas.
complaint	il faut payer à l'avance et voilà !!!
comment	Petit déjeuner (Nutella rare en Irlande), belle demeure
comment	Le cadre mele avec succès l'ancien et le contemporain et les suites sont simplement parfaites!
comment	Les cocktails sont merveilleux et les conseils qui vont avec.
request	Sur un plan pratique ,la méthode de mise à jour automatique serait bienvenue.
complaint	Notre chambre donnait sur la route très passante et donc très bruyant.
comment	Le centre de Cork est accessible à pied assez rapidement.
comment	Bon emplacement
comment	Le nom et le logo de Softonic sont des marques déposées de SOFTONIC INTERNACIONAL S.A.
comment	Application exceptionnelle qui permet de rester en contact avec toute sa famille.
complaint	Noisy room , poor soundproof
meaningless	Rien
complaint	Seul bémol, la route qui mène à l'hôtel n'est pas éclairée le soir
complaint	La situation près d'un échangeur
complaint	Huileux, gras et produits pas frais.
comment	La proximité avec le centre 10mn à pied
comment	Hôtel situé dans le quartier de paveleskaya, dans le centre.
comment	Excellent logiciel, le meilleur en matière de téléchargement direct (pour RapidShare et Megaupload c'est ce qu'il y a de mieux, surtout lorsque ça exploite la bande-passante au maximum !!
comment	Proche de la grande route (mais bonne insonorisation de la chambre) !!!
complaint	Proche de la grande route (mais bonne insonorisation de la chambre) !!!
comment	Rapide et simple.
comment	Le parking n'a que 22 places donc si vous avez de la chance et que vous y trouvez une place c'est gratuit.
complaint	Suite a un conflit avec un autre logiciel, désinstallation puis réinstallation de unlocker, toujours même problème.
comment	Tout : sur 8 hôtels lors de notre tours d'Irlande c'était le mieux.
comment	Très très bien situé, proche des stations de métro et a côté de plusieurs restaurants sympathiques.
comment	Merçi pour la qualité !
complaint	La chambre 305 est mal située, bruyante, des odeurs remontent des ventilations de cuisine ainsi que le bruit.
complaint	On réserve à Killarney et on est mis dans l'annexe Crawford
comment	La chambre était propre, bien équipée, et confortable, avec salle d'eau privée.
undetermined	Et ça change de Facebook...
comment	Hôtel familiale.
comment	Cela complète le fait que l on peut appeler sans payer, c juste le seul défaut mais je mes quand même 5 étoiles, pour parler avec ses amis ou sa famille c vraiment super 👍
comment	Sensationnel maintenant , c'est "Le meilleur outil au monde" Je le conseille vivement à tous ceux qui hésitent encore : What's App est "Fantasmagorique" Merci aux développeurs !
comment	je adore viber veux le servir tout le temps
complaint	Le design de lapp est vraiment horible, veuillez mieux organiser le menu du bas , video et configuration parce quil na aucun option de configuration.
comment	Ma chambre, réservée en individuel, avait un lit double.
comment	Son prix est raisonnable (10€ / personne)
comment	Demande de payer a l arrivee
comment	Magnifique Hôtel 4 *+ au cœur de Barcelona...
bug	Ne fonctionne pas sur Nexus5 et ferme tout le temps.
complaint	Accès piéton difficile et peu agréable
undetermined	Pour moi et avec modesties d'éloges, nero multimedia me rassure en ce sens que je peux:
comment	Bonne literie.
comment	La chambre était spacieuse, très bien décoré et très propre.
complaint	C'est très embêtant !
comment	Ces très bien...
comment	Excellent accueil, une équipe souriante, disponible qui parle français et anglais, de très bon conseil.
comment	Comme çà marche pas
comment	Calme, bien chauffée et proche du centre ville.
complaint	Je choisirai un autre hôtel là prochaine fois.
request	En français s.v.p.
comment	Joli jardin et calme
comment	Un accueil de grande qualité, personnel très agréable, discret mais aux petits soins.
comment	Présence d'un frigo et d'un plateau de courtoisie c'est un vrai plus.
undetermined	Malgré les mise à jour :(
meaningless	Propreté
comment	Chambres de belles tailles, bien équipée, wifi gratuit, sony music bluetooth, télé écran plat bien dimensionnée, domotique, literie confortable, linge de bain moelleux...
comment	Avant quand on cliquait sur le trombone on avait photos vidéos gifs documents bien distincts ce qui facilitait l'envoie du fichier selon son format.
complaint	La piscine assez sale...
comment	Nous avons séjourné 3 nuits dans ce très bel hôtel.
complaint	11.4 ne fonctionne pas avec mon vieil XP.
bug	Pas de contrôle sur la barre de temps des vidéos, en plus de ça les vidéos reparte toutes seule dès que quelqu'un ajoute un commentaire pendant le visionnage.
comment	Bon petit déjeuner Irlandais .
comment	Dans mon dernier commentaire j’avais écrit : « Jamais déçu, nous sommes toujours touchés de recevoir chaque année les vœux d’un de nos hôtels préférés.
comment	L architecture de l hôtel est très belle est agréable Avec sa cours intérieure et son jardin.
comment	Tranquillité
comment	Petit déjeuner très bon avec des plats préparés à la demande.
comment	Les chambres sont bien conçues et la literie est de qualité.
bug	Impossible de mettre des videos.
complaint	aucune chaine TV non anglophone
comment	Bien situé
comment	Bien mais quand je fais un musically, la musique continue alors pour voir ce que j'ai fais c'est assez embêtant d'avoir la musique qui continue en arrière plan
complaint	Bien mais quand je fais un musically, la musique continue alors pour voir ce que j'ai fais c'est assez embêtant d'avoir la musique qui continue en arrière plan
comment	Pas mal
meaningless	La situation près de centre ville
comment	5/5!
comment	Rare sont les formats non convertis.
comment	Petit hôtel de charme plutôt bien situé, près de Bonifacio et parfaitement au calme même si l'hôtel est le long de la nationale.
complaint	Je sors de FBook.
comment	( ;
complaint	Sa la enlever tout mes musically priver 👐👎👎🖕🖕🖕🖕
comment	places de parking gratuites disponibles à notre arrivée ( pas sûr si on arrive tard en soirée)
complaint	Cet hotel fait croire au luxe mais le service est inadmissible
request	À quand une version de KMPlayer pour tourner sous Linux (Ubuntu ou Debian) ?
comment	Très bel établissement , décoration sobre et élégante .
comment	Les chambres sont très modernes avec une vraie douche à l'italienne.
meaningless	Je ne comprends pas pourquoi.
comment	Chambre spacieuse, sans trop de rangement fermé, lit avec surmatelas à mémoire de forme.
comment	Le restaurant et la galerie offre une carte sensationnelle.
comment	Wifi payant (5€ l'heure)
complaint	La salle de bains si petite qu'il est impossible de s'y baisser
comment	Impossible de prendre un verre après 18h30 ( salle destinée à la restauration)
complaint	Impossible de prendre un verre après 18h30 ( salle destinée à la restauration)
meaningless	Donc quelques mois après , après plusieurs màj.
comment	C'était un réel plaisir de séjourner dans le duplex de l’hôtel Maison Favart.
complaint	La bande passante est trop faible pour absorber toutes les requêtes.
comment	Superbe application mais des bugs sont apparus depuis la dernière mise à jour !
complaint	Superbe application mais des bugs sont apparus depuis la dernière mise à jour !
comment	Accueil et service très agréable.
complaint	personnel peu souriant, accueil inexistant
comment	Grand établissement avec personnel très sympathique.
comment	Superbe Hôtel, nous n'y avons pas logé, mais accompagné pendant 4 jours des amis qui y logeaient.
comment	Calme assuré malgré les fenêtres donnant sur l'avenue Victor Hugo
comment	-nous etions au 4e etage
comment	•Privilégiez les commentaires informatifs, les avis personnels argumentés aux déclarations gratuites et sans fondement.
comment	C'est toujours notre premier choix à Chamonix!
complaint	Les nuits ne sont pas reposantes car il y a du bruit 2 à 3 fois par nuit!
complaint	Mise à jour journalière et de plus en plus m*rdique.
complaint	Des moisissures un peu partout (salle de bain, châssis de fenêtre). Impossible de régler la température du chauffage.
comment	Décoration typique et kitch.
comment	Celles donnant sur la mer ont une vue superbe.
meaningless	Connexion wifi
comment	Hôtel magnifique avec une vue mer exceptionnelle.
comment	Hôte disponible et de bon conseil
meaningless	http://minecraftgiftcods.wordpress.com
comment	Malgré que nous étions placés côté avenue nous n'avons pas du tout été gêné par le bruit.
comment	Très bonne situation (pas besoin de la voiture pour aller au centre de Cork)
comment	Tres belle situation pres de l opera et le metro.
comment	Idéal pour une petite famille.
comment	Chambre parfaite, propre et calme, literie très confortable et sanitaire impeccable.
complaint	Un peu éloigné du centre sur une butte.
comment	Fortement recommandé.
comment	J'y ai vraiment très bien dormi.
comment	Je trouve que lapli et plutôt sympa mes ses vrai que il y a des chauses sur iphone qu'il n'y a pas sur Samsung comme les filtre pour le visage ou à la fin il a un fin avec marquer son nom et musically alors que sur Samsung ses marquer en bas
complaint	Pour quoi je n'arrive pas a avoir la nouvelle version ???
comment	Places de parking très appréciées.
bug	Très grosse difficulté pour reconnaître le téléphone (Un SAMSUNG GALAXY Express).
complaint	Et constaté le soir, la fenêtre ne fermait pas et pas de chauffage.
comment	Zéro faute.
